/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (2102.79, 6217.37)
    train/valid/test-data-iterators-setup ..........: (78921.49, 82822.24)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration        1/   51900 | consumed samples:         1024 | elapsed time per iteration (ms): 52794.2 | learning rate: 1.000E-07 | global batch size:  1024 | lm loss: 1.172341E+01 | loss scale: 1.0 | grad norm: 39.729 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration       99/   51900 | consumed samples:       101376 | elapsed time per iteration (ms): 40350.2 | learning rate: 9.900E-06 | global batch size:  1024 | lm loss: 6.322480E+00 | loss scale: 1.0 | grad norm: 8.853 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      100/   51900 | consumed samples:       102400 | elapsed time per iteration (ms): 40336.0 | learning rate: 1.000E-05 | global batch size:  1024 | lm loss: 6.337020E+00 | loss scale: 1.0 | grad norm: 4.192 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      101/   51900 | consumed samples:       103424 | elapsed time per iteration (ms): 40337.4 | learning rate: 1.010E-05 | global batch size:  1024 | lm loss: 6.319243E+00 | loss scale: 1.0 | grad norm: 9.149 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      102/   51900 | consumed samples:       104448 | elapsed time per iteration (ms): 40330.9 | learning rate: 1.020E-05 | global batch size:  1024 | lm loss: 6.280930E+00 | loss scale: 1.0 | grad norm: 7.109 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      103/   51900 | consumed samples:       105472 | elapsed time per iteration (ms): 40348.4 | learning rate: 1.030E-05 | global batch size:  1024 | lm loss: 6.272084E+00 | loss scale: 1.0 | grad norm: 6.369 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      104/   51900 | consumed samples:       106496 | elapsed time per iteration (ms): 40337.6 | learning rate: 1.040E-05 | global batch size:  1024 | lm loss: 6.275030E+00 | loss scale: 1.0 | grad norm: 6.917 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      105/   51900 | consumed samples:       107520 | elapsed time per iteration (ms): 40345.8 | learning rate: 1.050E-05 | global batch size:  1024 | lm loss: 6.234363E+00 | loss scale: 1.0 | grad norm: 5.255 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      106/   51900 | consumed samples:       108544 | elapsed time per iteration (ms): 40320.2 | learning rate: 1.060E-05 | global batch size:  1024 | lm loss: 6.246578E+00 | loss scale: 1.0 | grad norm: 4.693 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      107/   51900 | consumed samples:       109568 | elapsed time per iteration (ms): 40355.1 | learning rate: 1.070E-05 | global batch size:  1024 | lm loss: 6.220236E+00 | loss scale: 1.0 | grad norm: 7.606 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      108/   51900 | consumed samples:       110592 | elapsed time per iteration (ms): 40354.9 | learning rate: 1.080E-05 | global batch size:  1024 | lm loss: 6.208107E+00 | loss scale: 1.0 | grad norm: 3.948 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      109/   51900 | consumed samples:       111616 | elapsed time per iteration (ms): 40315.5 | learning rate: 1.090E-05 | global batch size:  1024 | lm loss: 6.173016E+00 | loss scale: 1.0 | grad norm: 6.140 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      110/   51900 | consumed samples:       112640 | elapsed time per iteration (ms): 40337.4 | learning rate: 1.100E-05 | global batch size:  1024 | lm loss: 6.193225E+00 | loss scale: 1.0 | grad norm: 3.670 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      111/   51900 | consumed samples:       113664 | elapsed time per iteration (ms): 40353.9 | learning rate: 1.110E-05 | global batch size:  1024 | lm loss: 6.185058E+00 | loss scale: 1.0 | grad norm: 7.601 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      112/   51900 | consumed samples:       114688 | elapsed time per iteration (ms): 40339.0 | learning rate: 1.120E-05 | global batch size:  1024 | lm loss: 6.130419E+00 | loss scale: 1.0 | grad norm: 4.876 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      113/   51900 | consumed samples:       115712 | elapsed time per iteration (ms): 40336.2 | learning rate: 1.130E-05 | global batch size:  1024 | lm loss: 6.113676E+00 | loss scale: 1.0 | grad norm: 4.760 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      114/   51900 | consumed samples:       116736 | elapsed time per iteration (ms): 40383.1 | learning rate: 1.140E-05 | global batch size:  1024 | lm loss: 6.131378E+00 | loss scale: 1.0 | grad norm: 3.852 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      115/   51900 | consumed samples:       117760 | elapsed time per iteration (ms): 40347.4 | learning rate: 1.150E-05 | global batch size:  1024 | lm loss: 6.136304E+00 | loss scale: 1.0 | grad norm: 3.948 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      116/   51900 | consumed samples:       118784 | elapsed time per iteration (ms): 40343.6 | learning rate: 1.160E-05 | global batch size:  1024 | lm loss: 6.120539E+00 | loss scale: 1.0 | grad norm: 6.459 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      117/   51900 | consumed samples:       119808 | elapsed time per iteration (ms): 40362.2 | learning rate: 1.170E-05 | global batch size:  1024 | lm loss: 6.107852E+00 | loss scale: 1.0 | grad norm: 5.802 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      118/   51900 | consumed samples:       120832 | elapsed time per iteration (ms): 40350.3 | learning rate: 1.180E-05 | global batch size:  1024 | lm loss: 6.107120E+00 | loss scale: 1.0 | grad norm: 6.541 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      119/   51900 | consumed samples:       121856 | elapsed time per iteration (ms): 40346.6 | learning rate: 1.190E-05 | global batch size:  1024 | lm loss: 6.081398E+00 | loss scale: 1.0 | grad norm: 3.607 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      120/   51900 | consumed samples:       122880 | elapsed time per iteration (ms): 40363.6 | learning rate: 1.200E-05 | global batch size:  1024 | lm loss: 6.142226E+00 | loss scale: 1.0 | grad norm: 12.521 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      121/   51900 | consumed samples:       123904 | elapsed time per iteration (ms): 40359.7 | learning rate: 1.210E-05 | global batch size:  1024 | lm loss: 6.104379E+00 | loss scale: 1.0 | grad norm: 6.441 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      122/   51900 | consumed samples:       124928 | elapsed time per iteration (ms): 40345.0 | learning rate: 1.220E-05 | global batch size:  1024 | lm loss: 6.080542E+00 | loss scale: 1.0 | grad norm: 9.985 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      123/   51900 | consumed samples:       125952 | elapsed time per iteration (ms): 40355.5 | learning rate: 1.230E-05 | global batch size:  1024 | lm loss: 6.047319E+00 | loss scale: 1.0 | grad norm: 7.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      124/   51900 | consumed samples:       126976 | elapsed time per iteration (ms): 40366.4 | learning rate: 1.240E-05 | global batch size:  1024 | lm loss: 6.041585E+00 | loss scale: 1.0 | grad norm: 6.687 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      125/   51900 | consumed samples:       128000 | elapsed time per iteration (ms): 40366.6 | learning rate: 1.250E-05 | global batch size:  1024 | lm loss: 6.005499E+00 | loss scale: 1.0 | grad norm: 4.873 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      126/   51900 | consumed samples:       129024 | elapsed time per iteration (ms): 40332.4 | learning rate: 1.260E-05 | global batch size:  1024 | lm loss: 6.014600E+00 | loss scale: 1.0 | grad norm: 4.408 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      127/   51900 | consumed samples:       130048 | elapsed time per iteration (ms): 40358.3 | learning rate: 1.270E-05 | global batch size:  1024 | lm loss: 5.949753E+00 | loss scale: 1.0 | grad norm: 3.838 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      128/   51900 | consumed samples:       131072 | elapsed time per iteration (ms): 40379.6 | learning rate: 1.280E-05 | global batch size:  1024 | lm loss: 5.969022E+00 | loss scale: 1.0 | grad norm: 4.151 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      129/   51900 | consumed samples:       132096 | elapsed time per iteration (ms): 40346.4 | learning rate: 1.290E-05 | global batch size:  1024 | lm loss: 5.985793E+00 | loss scale: 1.0 | grad norm: 4.496 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      130/   51900 | consumed samples:       133120 | elapsed time per iteration (ms): 40350.0 | learning rate: 1.300E-05 | global batch size:  1024 | lm loss: 5.961792E+00 | loss scale: 1.0 | grad norm: 4.023 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      131/   51900 | consumed samples:       134144 | elapsed time per iteration (ms): 40347.1 | learning rate: 1.310E-05 | global batch size:  1024 | lm loss: 5.906176E+00 | loss scale: 1.0 | grad norm: 3.892 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      132/   51900 | consumed samples:       135168 | elapsed time per iteration (ms): 40341.3 | learning rate: 1.320E-05 | global batch size:  1024 | lm loss: 5.904341E+00 | loss scale: 1.0 | grad norm: 2.966 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      133/   51900 | consumed samples:       136192 | elapsed time per iteration (ms): 40361.5 | learning rate: 1.330E-05 | global batch size:  1024 | lm loss: 5.901149E+00 | loss scale: 1.0 | grad norm: 4.662 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      134/   51900 | consumed samples:       137216 | elapsed time per iteration (ms): 40367.1 | learning rate: 1.340E-05 | global batch size:  1024 | lm loss: 5.879660E+00 | loss scale: 1.0 | grad norm: 4.351 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      135/   51900 | consumed samples:       138240 | elapsed time per iteration (ms): 40358.0 | learning rate: 1.350E-05 | global batch size:  1024 | lm loss: 5.878997E+00 | loss scale: 1.0 | grad norm: 3.416 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      136/   51900 | consumed samples:       139264 | elapsed time per iteration (ms): 40338.9 | learning rate: 1.360E-05 | global batch size:  1024 | lm loss: 5.871250E+00 | loss scale: 1.0 | grad norm: 5.370 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      137/   51900 | consumed samples:       140288 | elapsed time per iteration (ms): 40359.6 | learning rate: 1.370E-05 | global batch size:  1024 | lm loss: 5.886782E+00 | loss scale: 1.0 | grad norm: 5.437 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      138/   51900 | consumed samples:       141312 | elapsed time per iteration (ms): 40329.7 | learning rate: 1.380E-05 | global batch size:  1024 | lm loss: 5.859827E+00 | loss scale: 1.0 | grad norm: 3.548 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      139/   51900 | consumed samples:       142336 | elapsed time per iteration (ms): 40342.4 | learning rate: 1.390E-05 | global batch size:  1024 | lm loss: 5.821818E+00 | loss scale: 1.0 | grad norm: 4.016 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      140/   51900 | consumed samples:       143360 | elapsed time per iteration (ms): 40351.3 | learning rate: 1.400E-05 | global batch size:  1024 | lm loss: 5.826775E+00 | loss scale: 1.0 | grad norm: 4.840 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      141/   51900 | consumed samples:       144384 | elapsed time per iteration (ms): 40346.1 | learning rate: 1.410E-05 | global batch size:  1024 | lm loss: 5.820745E+00 | loss scale: 1.0 | grad norm: 6.074 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      142/   51900 | consumed samples:       145408 | elapsed time per iteration (ms): 40348.2 | learning rate: 1.420E-05 | global batch size:  1024 | lm loss: 5.821676E+00 | loss scale: 1.0 | grad norm: 2.897 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      143/   51900 | consumed samples:       146432 | elapsed time per iteration (ms): 40405.9 | learning rate: 1.430E-05 | global batch size:  1024 | lm loss: 5.829544E+00 | loss scale: 1.0 | grad norm: 8.416 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      144/   51900 | consumed samples:       147456 | elapsed time per iteration (ms): 40361.5 | learning rate: 1.440E-05 | global batch size:  1024 | lm loss: 5.764488E+00 | loss scale: 1.0 | grad norm: 3.938 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      145/   51900 | consumed samples:       148480 | elapsed time per iteration (ms): 40367.9 | learning rate: 1.450E-05 | global batch size:  1024 | lm loss: 5.839917E+00 | loss scale: 1.0 | grad norm: 8.056 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      146/   51900 | consumed samples:       149504 | elapsed time per iteration (ms): 40360.4 | learning rate: 1.460E-05 | global batch size:  1024 | lm loss: 5.852943E+00 | loss scale: 1.0 | grad norm: 5.245 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      147/   51900 | consumed samples:       150528 | elapsed time per iteration (ms): 40351.8 | learning rate: 1.470E-05 | global batch size:  1024 | lm loss: 5.775296E+00 | loss scale: 1.0 | grad norm: 4.005 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      148/   51900 | consumed samples:       151552 | elapsed time per iteration (ms): 40343.4 | learning rate: 1.480E-05 | global batch size:  1024 | lm loss: 5.723960E+00 | loss scale: 1.0 | grad norm: 4.474 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      149/   51900 | consumed samples:       152576 | elapsed time per iteration (ms): 40357.5 | learning rate: 1.490E-05 | global batch size:  1024 | lm loss: 5.746831E+00 | loss scale: 1.0 | grad norm: 3.979 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      150/   51900 | consumed samples:       153600 | elapsed time per iteration (ms): 40395.2 | learning rate: 1.500E-05 | global batch size:  1024 | lm loss: 5.726757E+00 | loss scale: 1.0 | grad norm: 3.211 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      151/   51900 | consumed samples:       154624 | elapsed time per iteration (ms): 40360.2 | learning rate: 1.510E-05 | global batch size:  1024 | lm loss: 5.717868E+00 | loss scale: 1.0 | grad norm: 3.359 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      152/   51900 | consumed samples:       155648 | elapsed time per iteration (ms): 40346.0 | learning rate: 1.520E-05 | global batch size:  1024 | lm loss: 5.698389E+00 | loss scale: 1.0 | grad norm: 3.317 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      153/   51900 | consumed samples:       156672 | elapsed time per iteration (ms): 40358.9 | learning rate: 1.530E-05 | global batch size:  1024 | lm loss: 5.647808E+00 | loss scale: 1.0 | grad norm: 2.724 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      154/   51900 | consumed samples:       157696 | elapsed time per iteration (ms): 40332.5 | learning rate: 1.540E-05 | global batch size:  1024 | lm loss: 5.673650E+00 | loss scale: 1.0 | grad norm: 4.141 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      155/   51900 | consumed samples:       158720 | elapsed time per iteration (ms): 40346.7 | learning rate: 1.550E-05 | global batch size:  1024 | lm loss: 5.636549E+00 | loss scale: 1.0 | grad norm: 3.600 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration      156/   51900 | consumed samples:       159744 | elapsed time per iteration (ms): 40374.1 | learning rate: 1.560E-05 | global batch size:  1024 | lm loss: 5.646379E+00 | loss scale: 1.0 | grad norm: 2.462 | number of skipped iterations:   0 | number of nan iterations:   0 |
